Word,label
عنواني,X
فيك,X
تفرجيني,X
ايش,X
موجود,X
بالمشروبات,MenuName
الساخنة,MenuName
مابغيت,X
والو,X
ابغى,X
الشيك,X
بدي,X
انتقل,X
للخطوة,X
يلي,X
بعد,X
هيك,X
بدي,X
3,itemnumber
فرايز,ItemName
حجم,X
كبير,ItemSize
بليز,X
عايز,X
اعرف,X
الاوردر,X
بياخد,X
وقت,X
اد,X
ايه,X
لو,X
سمحت,X
عايز,X
ارجع,X
للقائمة,X
الرئيسية,X
اشحالك,X
بدي,X
سوي,X
تغيير,X
برقم,X
الموبايل,X
تبعي,X
هاخد,X
حجم,X
كبير,ItemSize
سوف,X
اقوم,X
بتعديل,X
عنواني,X
خليني,X
اشوف,X
الاكل,X
الي,X
طلبته,X
عايزة,X
ساندوتش,ItemName
هوت,ItemName
دوج,ItemName
عليها,Include
مايونيز,Topping_Include
ابي,X
تساعدني,X
بهالهوشة,X
فيه,X
مشكلة,X
حابب,X
شوف,X
الطلبات,X
السابقة,X
امسح,X
الرقم,X
ده,X
0100000000,phone
ابغى,X
اتطلع,X
على,X
طلباتي,X
يلي,X
طلبتها,X
من,X
جبل,X
هختار,X
حجم,X
كومبو,ItemSize
بغيت,X
اغدي,X
لقائمة,X
تغيير,X
البيانات,X
ابا,X
مقلقل,ItemName
لحم,ItemName
ايه,X
الي,X
بعد,X
كدا,X
عايزة,X
القائمة,X
الرئيسية,X
عايز,X
اوريجينال,PredefinedMealName
انجوز,PredefinedMealName
بدون,Exclude
اضافة,Exclude
خيار,Topping_Exclude
مخلل,Topping_Exclude
بلكي,X
تابع,X
الاوردر,X
حولى,X
اللغه,X
بعد,X
اذنك,X
اعرضلي,X
قائمتي,X
المفضلة,X
بغيت,X
نغير,X
البلاصة,X
اتمنى,X
ان,X
اتابع,X
الاوردر,X
عايز,X
استفسر,X
لقد,X
استبدلت,X
رقم,X
هاتفي,X
بلكى,X
تغيرلى,X
رقم,X
الهاتف,X
الخلوى,X
حقى,X
للرقم,X
20158476520,phone
بغيت,X
اضيف,X
رقم,X
جوال,X
ثاني,X
بدي,X
انتقل,X
للخطوة,X
التالية,X
لو,X
تسمح,X
ممكن,X
اغير,X
رقمي,X
القديم,X
للرقم,X
ده,X
0549140541,phone
حابب,X
اطلب,X
وجبة,PredefinedMealName
التشيكن,PredefinedMealName
تندر,PredefinedMealName
معاها,Include
رانش,Topping_Include
صوص,Topping_Include
بدي,X
الفاتورة,X
الحين,X
راح,X
اتحدث,X
بالعربية,Language
اعرض,X
لي,X
منيو,X
المقبلات,MenuName
ابي,X
بدل,X
رقم,X
الجوال,X
حقي,X
هختار,Include
الالفريدو,Topping_Include
باستا,Topping_Include
سلطة,ItemName
كولسلو,ItemName
بدي,X
خبركن,X
بمحل,X
الاقامة,X
ورينى,X
اخر,X
اوردر,X
طلبته,X
اللى,X
كان,X
بعنوان,X
8495,OrderNumber
المفروض,X
اعمل,X
ايه,X
دلوقتي,X
وريني,X
طلبي,X
المفضل,X
عايز,X
اشوف,X
الطلبات,X
السابقة,X
كنت,X
عايزة,X
وجبة,ItemName
الماك,ItemName
دينار,ItemName
حكيني,X
بالنجليزية,Language
فيك,X
تحكي,X
معي,X
انجليزي,Language
هل,X
يمكنني,X
الذهاب,X
للمرحلة,X
التالية,X
فيني,X
شوف,X
الأكل,X
يلي,X
بطلبوا,X
عاطول,X
زود,X
مجموعة,X
سلطات,ItemName
سجل,X
لي,X
العنوان,X
ده,X
ضيفلي,X
العنوان,X
هادا,X
ممكن,X
اخد,X
الشيك,X
اذا,X
بتسمح,X
ممكن,X
تغيررقم,X
الفون,X
للرقم,X
01256398475,phone
عندي,X
مشكلة,X
في,X
تسجيل,X
البيانات,X
بدي,X
مساعدة,X
بليز,X
ابغى,X
الشيك,X
ممكن,X
تعرفنى,X
ازاى,X
اغير,X
رقم,X
الفون,X
القديم,X
للرقم,X
01528476354,phone
صار,X
لدي,X
عنوان,X
جديد,X
هاطلب,X
2,itemnumber
بيتزا,ItemName
تشيكن,ItemName
سوبريم,ItemName
كل,X
المكونات,X
ما,Exclude
عدا,Exclude
بصل,Topping_Exclude
فيك,X
تفرجيني,X
شو,X
انواع,X
السلطات,MenuName
يلي,X
عندكوا,X
هلا,X
أخوي,X
فيني,X
اخذ,X
الفاتورة,X
حجي,X
شو,X
يلي,X
بعد,X
هيك,X
ابي,X
شي,X
بدي,X
ضيف,X
وجبة,ItemName
الدويتو,ItemName
ابي,X
شوف,X
الاوردرات,X
يلي,X
طلبتها,X
من,X
جبل,X
فيني,X
اعطيك,X
عنواني,X
الجديد,X
ابغى,X
معرفه,X
مكان,X
الاوردر,X
تحديدا,X
هدي,X
العنوان,X
حجي,X
اذا,X
ما,X
عليك,X
امر,X
ابغى,X
اغير,X
رقم,X
الجوال,X
عايزة,X
اشوف,X
طلبي,X
المعتاد,X
من,X
فضلك,X
فيك,X
تخبرني,X
قديش,X
باقي,X
من,X
الوقت,X
حتى,X
يوصل,X
الأكل,X
هل,X
يمكنني,X
الرجوع,X
الى,X
قائمة,X
الطعام,X
الاساسية,X
غيرت,X
سكني,X
ارغب,X
في,X
حل,X
مشكلة,X
ما,X
عاوز,X
اتابع,X
الأكل,X
فيني,X
اطلع,X
على,X
الكارت,X
تبعي,X
ابعتلي,X
توتال,X
تفاصيل,X
الطلب,X
عايز,X
حسابي,X
من,X
فضلك,X
داير,X
اطلب,X
الجراند,PredefinedMealName
تشيكن,PredefinedMealName
ميل,PredefinedMealName
هيوصلني,X
الاوردر,X
في,X
خلال,X
قد,X
ايه,X
فيني,X
اعطيك,X
محل,X
الاقامة,X
ابا,X
احذف,X
العنوان,X
محتاج,X
اراجع,X
الاوردر,X
معكم,X
ممكن,X
توريني,X
الطعام,X
المفضل,X
عايز,X
2,itemnumber
تشيز,ItemName
لوفرز,ItemName
بيتزا,ItemName
كبار,ItemSize
منغير,Exclude
شيدر,Topping_Exclude
تشيز,Topping_Exclude
ابا,X
اسألك,X
عا,X
شي,X
عايزة,X
منيو,X
الفرع,X
ف,X
وادي,X
النيل,X
انا,X
بدي,X
انتقل,X
لقائمة,X
تغيير,X
البيانات,X
بدي,X
شوف,X
المنيو,X
تبع,X
المطعم,X
اذا,X
بتريد,X
ودى,X
فى,X
تشيكن,ItemName
برجر,ItemName
مع,Include
الصوص,Topping_Include
الابيض,Topping_Include
لك,X
ها,X
عايز,X
اتكلم,X
بلغة,X
اخرى,X
ايه,X
الي,X
بعد,X
الخطوة,X
دي,X
انتهيت,X
من,X
عملية,X
الطلب,X
سويلي,X
وجبة,ItemName
الجراند,ItemName
تشيكن,ItemName
اذا,X
بتريد,X
شلون,X
بعرف,X
اذا,X
فيه,X
عروض,X
ممكن,X
اضيف,X
عنوان,X
المنزل,X
فيك,X
تعرضلي,X
منيو,X
المشاوي,MenuName
ابعتلي,X
الحساب,X
من,X
فضلك,X
خليني,X
شوف,X
المنيو,X
بليز,X
بدي,X
شوف,X
السندوتشات,MenuName
الموجودة,X
امسح,X
وجبة,ItemName
الدويتو,ItemName
فينا,X
ننتقل,X
للخطوة,X
التالية,X
ممكن,X
استرجع,X
الطلبات,X
القديمة,X
ابغى,X
شوف,X
الاوردرات,X
المسجلة,X
اريد,X
ان,X
انتهي,X
من,X
عملية,X
الشراء,X
من,X
فضلك,X
ايش,X
لونج,X
فيني,X
شوف,X
طعامي,X
المفضل,X
هل,X
بامكاني,X
الغاء,X
العنوان,X
عايز,X
ابدل,X
عنواني,X
ده,X
رقمي,X
الجديد,X
01234497858,phone
عايز,X
اعرف,X
ايه,X
الاكل,X
المتاح,X
ابغى,X
ترسلي,X
ملخص,X
الطلبات,X
حقي,X
فرجيني,X
تمن,X
الاكل,X
يلي,X
طلبتوا,X
فيني,X
راجع,X
الطلبات,X
1,itemnumber
شيش,ItemName
طاووك,ItemName
كبير,ItemSize
زيادة,Include
كاتشب,Topping_Include
ممكن,X
اتابع,X
الطلب,X
خليني,X
اتحدث,X
مع,X
شي,X
شخص,X
عايزة,X
الغي,X
العنوان,X
المتسجل,X
هاخد,X
3,itemnumber
بيتزا,ItemName
سوبر,ItemName
سوبريم,ItemName
مع,Include
بطاطس,Topping_Include
ويدجز,Topping_Include
بدلى,X
العنوان,X
اذا,X
سمحت,X
ابغى,X
الفاتورة,X
عايز,X
اشوف,X
الأكل,X
المفضل,X
هدي,X
رقم,X
الجوال,X
حجي,X
عفاك,X
تزودلي,Include
خبز,Topping_Include
بدي,X
3,itemnumber
فرايز,ItemName
حجم,X
كبير,ItemSize
بليز,X
هدى,X
العنوان,X
شو,X
الاكل,X
اليوم,X
ممكن,X
اشوف,X
الاكل,X
المفضل,X
فرجيني,X
المنيو,X
بليز,X
صار,X
لدي,X
منطقة,X
سكن,X
مختلفة,X
فرجيني,X
شو,X
يلي,X
موجود,X
اليوم,X
ازاي,X
بسجل,X
البيانات,X
بدي,X
تابع,X
هاي,X
5214412,OrderNumber
افتح,X
المنيو,X
لو,X
سمحت,X
ممكن,X
اطلب,X
9,itemnumber
شاورما,ItemName
فراخ,ItemName
كبير,ItemSize
من,Exclude
غير,Exclude
ثوميه,Topping_Exclude
وكاتشب,Topping_Exclude
مع,Include
اضافه,Include
الطحينه,Topping_Include
صرت,X
بدي,X
اسألك,X
عا,X
شي,X
فيك,X
تعرضلي,X
المنيو,X
بدي,X
اطلب,X
2,itemnumber
ساندوتش,ItemName
شاورما,ItemName
فراخ,ItemName
اذا,X
سمحت,X
ممكن,X
ارجع,X
لقائمة,X
تغيير,X
البيانات,X
وريني,X
المنيو,X
هذا,X
هو,X
رقم,X
الهاتف,X
الخلوى,X
الجديد,X
حقى,X
01548756258,phone
داير,X
غير,X
رقم,X
جوالي,X
وجبة,X
كبيرة,ItemSize
خنشوف,X
الكارت,X
عايز,X
وجبات,X
سريعة,X
الي,X
في,X
ماك,X
كان,X
بدي,X
اعطيك,X
عنواني,X
بدي,X
اتحدث,X
مع,X
انسان,X
بدى,X
اغير,X
مكان,X
السكن,X
المسجل,X
لديكم,X
ابى,X
شوف,X
المنيو,X
يا,X
خيي,X
فيني,X
اخذ,X
الحساب,X
حجي,X
ارغب,X
في,X
تعديل,X
رقم,X
المحمول,X
ابا,X
بدل,X
رقم,X
جوالي,X
بدي,X
طبق,ItemName
شريمب,ItemName
كبير,ItemSize
معه,Include
سويت,Topping_Include
اند,Topping_Include
صور,Topping_Include
صوص,X
وشنو,X
كاين,X
الاوردر,X
وشهو,X
بعد,X
بدي,X
اطلب,X
2,itemnumber
بيتزا,ItemName
بيبروني,ItemName
كبار,ItemSize
معهم,Include
كاتشب,Topping_Include
بليز,X
عايزة,X
اغير,X
الرقم,X
المسجل,X
شو,X
بعد,X
هيك,X
عايز,X
ادفع,X
الحساب,X
يفضل,X
تكلمني,X
عربي,Language
بدياك,X
تورينى,X
منيوهات,X
الاطفال,X
فى,X
ماكدونالدز,X
اعرضلي,X
منيو,X
الوجبات,X
العائلية,X
في,X
بيتزا,X
هت,X
كنت,X
عايزة,X
قائمة,X
تعديل,X
البيانات,X
من,X
فضلك,X
داير,X
على,X
بالى,X
القى,X
نظره,X
على,X
الاشيا,X
اللى,X
طلبتها,X
من,X
فضلك,X
ممكن,X
3,itemnumber
سجق,ItemName
بلدى,ItemName
عليهم,Include
بصل,Topping_Include
وفلفل,Topping_Include
ومن,Exclude
غير,Exclude
طحينه,Topping_Exclude
وطماطم,Topping_Exclude
فيك,X
تفرجيني,X
الطعام,X
يلي,X
موجود,X
كنت,X
عايز,X
اراجع,X
الاوردر,X
لو,X
سمحت,X
فيك,X
تخبرني,X
بمعاد,X
وصول,X
الاوردر,X
عايزة,X
احاسب,X
داير,X
شوف,X
الأشياء,X
الي,X
طلبتها,X
يا,X
خيي,X
عايزة,X
اراجع,X
على,X
الأوردر,X
ابغى,X
شوربة,ItemName
سيفوود,ItemName
من,X
فضلك,X
احذف,X
وجبة,ItemName
البيج,ItemName
ماك,ItemName
لوين,X
صار,X
الاوردر,X
اهو,X
ابدل,X
رقم,X
هاتفى,X
الخلوى,X
للرقم,X
458569877,phone
كنت,X
عايزة,X
اعمل,X
تعديل,X
في,X
العنوان,X
سوف,X
غير,X
رقمي,X
01143564753,phone
بيبسي,ItemName
عايزة,X
اغير,X
عنوان,X
بيتي,X
من,X
فضلك,X
3,itemnumber
شاورما,ItemName
ساندوتش,ItemName
و,X
شيل,Exclude
التومية,Topping_Exclude
ابغى,X
بدل,X
رقم,X
هاتفي,X
كيف,X
اقوم,X
بادخال,X
العنوان,X
فيني,X
ضيف,X
عنوان,X
البيت,X
فيني,X
زودكوا,X
بعنوان,X
منزلي,X
0374034863,phone
هذا,X
هو,X
الرقم,X
اللى,X
عايز,X
احطه,X
كرقم,X
رئيسى,X
بدي,X
اطلع,X
على,X
القائمة,X
المفضلة,X
تبعي,X
هاطلب,X
كمان,X
2,itemnumber
بيتزا,ItemName
بيبروني,ItemName
معاها,Include
رانش,Topping_Include
صوص,Topping_Include
فيني,X
اتتبع,X
الطلبات,X
هيوصلنى,X
في,X
خلال,X
قد,X
ايه,X
عايز,X
اضيف,X
عنواني,X
الجديد,X
ايه,X
هى,X
محتويات,X
الاوردر,X
السابق,X
ابا,X
اعرف,X
كيف,X
اسوي,X
الاوردر,X
يا,X
خيي,X
بدي,X
شوف,X
الكارت,X
تبعي,X
ابا,X
غير,X
رقمي,X
رفعت,X
طلب,X
للتسجيل,X
قبل,X
اسبوع,X
واتصلت,X
بخدمة,X
العملاء,X
ورفعت,X
ايميل,X
ثاني,X
ولا,X
احد,X
رد,X
علي,X
عاوز,X
اتواصل,X
مع,X
انسان,X
ايه,X
المنيو,X
النهاردة,X
فينى,X
اعطيك,X
عنواني,X
الجديد,X
الاختيار,X
الثالث,X
اهلآ,X
بيك,X
كنت,X
عايز,X
الغي,X
وجبة,ItemName
الجراند,ItemName
تشيكن,ItemName
بدي,X
الغي,X
العنوان,X
تبعي,X
اذا,X
بتريد,X
عسلاما,X
هلا,X
هلا,X
ممكن,X
استرجع,X
الاوردرات,X
القديمة,X
هاطلب,X
باستا,ItemName
فراخ,ItemName
كرسبي,ItemName
مع,Include
الجبنة,Topping_Include
السائحة,Topping_Include
ابعتلي,X
المنيو,X
من,X
فضلك,X
فيني,X
استرجع,X
الطلبات,X
المسجلة,X
هستلمه,X
في,X
خلال,X
اد,X
ايه,X
فيني,X
حدث,X
البيانات,X
تبعي,X
اذا,X
بتريد,X
اذا,X
بدك,X
تروح,X
للخطوة,X
التالية,X
منغير,Exclude
طماطم,Topping_Exclude
عايزة,X
اعرف,X
ايه,X
الأطباق,X
الرئيسية,X
الي,X
موجودة,X
في,X
باندا,X
هاوس,X
مشحال,X
الحساب,X
محتاج,X
مساعدة,X
ممكن,X
اتكلم,X
مع,X
خدمة,X
عملاء,X
عايز,X
اغير,X
الرقم,X
المسجل,X
عا,X
السلامة,X
خليني,X
شوف,X
الطعام,X
يلي,X
موجود,X
هختار,Include
الرابعة,Topping_Include
من,X
فضلك,X
بدى,X
غير,X
رقم,X
الهاتف,X
الخلوى,X
بتاعى,X
للرقم,X
803403495,phone
اعرضلي,X
قائمة,X
الطعام,X
من,X
فضلك,X
راح,X
خبرك,X
شو,X
صايرلي,X
خليني,X
الغي,X
العنوان,X
تبعي,X
اذا,X
ما,X
عليك,X
امر,X
ابغى,X
اغير,X
رقم,X
جوالي,X
لهذا,X
الرقم,X
01200011111,phone
قدم,X
لي,X
المنيو,X
الاساسي,X
اذهب,X
للقايمة,X
الرئيسية,X
كام,X
المبلغ,X
المطلوب,X
فيني,X
احذف,X
العنوان,X
تبعي,X
عايزة,X
ارجع,X
للقائمة,X
الرئيسية,X
حضرتك,X
انا,X
عايزة,X
اغير,X
رقمي,X
القديم,X
للرقم,X
ده,X
0549144444,phone
ابغى,X
غير,X
رقم,X
الموبايل,X
حقي,X
10,itemnumber
قطع,X
فراخ,ItemName
مقليه,ItemName
مع,Include
سلطة,Topping_Include
كولسلو,Topping_Include
هل,X
بامكاني,X
التحدث,X
مع,X
انسان,X
عايز,X
الوجبة,ItemName
العائلية,ItemName
زودلي,X
على,X
الاوردر,X
اتنين,itemnumber
ساندوتش,ItemName
شاورما,ItemName
منغبر,Exclude
تومية,Topping_Exclude
امتى,X
راح,X
توصل,X
الطلبات,X
تبعي,X
عايز,X
قائمة,X
تغيير,X
البيانات,X
خاطر,X
ع,X
بالى,X
التكلم,X
مع,X
اى,X
شخص,X
فاضل,X
قد,X
ايه,X
عالأوردر,X
هاطلب,X
3,itemnumber
تشيكن,ItemName
بانيه,ItemName
معاه,Include
حلقات,Topping_Include
بصل,Topping_Include
مقلية,Topping_Include
عايزة,X
ابدل,X
رقم,X
تليقوني,X
عايز,X
اضيف,X
عنواني,X
الجديد,X
ممكن,X
اشوف,X
القائمة,X
المفضلة,X
احتاج,X
الى,X
تبديل,X
لغة,X
التواصل,X
هبعت,X
محل,X
الاقامة,X
الجديد,X
ممكن,X
اشوف,X
الطلبات,X
القديمة,X
اذهب,X
لقايمة,X
تعديل,X
البيانات,X
متقولى,X
ازاى,X
اتكلم,X
مع,X
الخدمه,X
بليز,X
ورينى,X
الطلب,X
اللى,X
قبل,X
كدا,X
برقم,X
88745,OrderNumber
عايزة,X
وجبتي,X
المفضلة,X
لو,X
سمحت,X
بلكي,X
تعطيني,X
الاوردرات,X
السابقة,X
عايزة,X
ممثل,X
خدمة,X
عملاء,X
اتكلم,X
معاه,X
شو,X
بدي,X
سويي,X
باش,X
يجي,X
الاوردر,X
وريني,X
الاوردر,X
المفضل,X
بدي,X
اعرف,X
الطلب,X
برقم,X
09340,OrderNumber
حقى,X
وين,X
الحين,X
راجع,X
الطلبات,X
لو,X
سمحت,X
الو,X
من,X
فضلك,X
عاوز,X
اضيف,X
عنوان,X
البيت,X
خليني,X
بلش,X
اسألك,X
عا,X
شي,X
عايز,X
اتابع,X
معاك,X
الأوردر,X
أول,X
بأول,X
ممكن,X
اضيف,X
عنواني,X
الجديد,X
الاكل,X
هييجي,X
في,X
قد,X
ايه,X
3,itemnumber
اطباق,X
حلقات,ItemName
بصل,ItemName
مقلية,ItemName
مع,Include
مايونيز,Topping_Include
صوص,Topping_Include
بلكي,X
خير,X
موبايلي,X
عم,X
روح,X
عالخطوة,X
التالية,X
عايز,X
بيتزا,ItemName
خضروات,ItemName
صغيرة,ItemSize
السادس,X
ايش,X
عندكوا,X
من,X
حلويات,MenuName
ممكنن,X
تبعتلي,X
الاوردر,X
من,X
الاول,X
هستلم,X
الاكل,X
في,X
خلال,X
قد,X
ايه,X
بدي,X
اتحدث,X
مع,X
انسان,X
من,X
بعد,X
اذنك,X
فيني,X
اذهب,X
للخطوة,X
يلي,X
بعد,X
هيك,X
ابغى,X
واحد,itemnumber
وابر,ItemName
وسط,ItemSize
فيني,X
الغي,X
هادي,X
الوجبة,ItemName
العائلية,ItemName
كيف,X
الحال,X
خلينا,X
نتواصل,X
باللغة,X
العربية,Language
صاير,X
بدي,X
الغي,X
وجبة,ItemName
التشيكن,ItemName
تندر,ItemName
مع,Include
بيبسي,Topping_Include
ابغى,X
احذف,X
الجرند,ItemName
تشيكن,ItemName
ابعتلي,X
قائمة,X
الطعام,X
المفضل,X
من,X
فضلك,X
اريد,X
الذهاب,X
لقائمة,X
تغيير,X
البيانات,X
بلغني,X
بحساب,X
الاكل,X
من,X
فضلك,X
غيرلى,X
رقم,X
الهاتف,X
الجوال,X
ل,X
0154328655,phone
من,X
فضلك,X
عايز,X
2,itemnumber
هامبرجر,ItemName
مع,Include
سلطة,Topping_Include
خضراء,Topping_Include
ممكن,X
منيو,X
السلطات,X
بماك,X
التالي,X
زود,X
تشكيلة,ItemName
سلطات,ItemName
لو,X
سمحت,X
لو,X
عايزة,X
اغير,X
نمرتي,X
للنمرة,X
دي,X
05049144444,phone
ازاي,X
فيني,X
اغير,X
العنوان,X
ابي,X
صامونة,ItemName
دجاج,ItemName
مرحبا,X
يا,X
اخي,X
فرجيني,X
حساب,X
الاكل,X
يلي,X
طلبتوا,X
اذا,X
بتريد,X
كومبو,ItemSize
حطلي,X
كمان,X
3,itemnumber
باكت,ItemName
بطاطس,ItemName
عليها,Include
كاتشب,Topping_Include
و,X
مايونيز,X
عايز,Include
الاختيار,X
الأول,X
عايز,X
ابدل,X
رقم,X
الفون,X
بالرقم,X
دا,X
01236598547,phone
ابغى,X
اتحدث,X
باللغة,X
الانجليزية,Language
فيك,X
تنتقل,X
للخطوة,X
التالية,X
فيك,X
توصلني,X
بشي,X
حدا,X
فيني,X
غير,X
بياناتي,X
المسجلة,X
فرجيني,X
السلطات,MenuName
زودني,X
بالطلبات,X
السابقة,X
عايز,X
اغير,X
رقم,X
الموبايل,X
01159697214,phone
عايز,X
امسح,X
وجبه,X
الزينجر,ItemName
سوبريم,ItemName
كومبو,ItemName
لوسمحت,X
عايز,X
اشيل,X
عنواني,X
سوف,X
اقوم,X
بتبديل,X
رقم,X
المحمول,X
كنت,X
عايز,X
اسجل,X
عنوان,X
منزلي,X
عايزة,X
ساندوتش,ItemName
شاورما,ItemName
و,X
زودلي,Include
تومية,Topping_Include
بسلامة,X
فيني,X
امسح,X
العنوان,X
ي,X
ليت,X
تساعدني,X
ابي,X
اطلب,X
بالمحفظه,X
ويوم,X
اسوي,X
تنفيذ,X
الطلب,X
يرفض,X
ليه,X
ممكن,X
استرجع,X
الاوردرات,X
السابقة,X
ارغب,X
في,X
حذف,X
وجبة,ItemName
الليتل,ItemName
تيستي,ItemName
وريني,X
الاوردر,X
المفضل,X
بتاعي,X
ابعتلي,X
كله,X
من,X
الأول,X
ضيف,Include
الاختيار,X
التاني,X
ممكن,X
تطلبي,X
وجبة,ItemName
الليتل,ItemName
تيستي,ItemName
عنوان,X
المنزل,X
الجديد,X
اعرض,X
لي,X
القائمة,X
الرئيسية,X
الاوردر,X
هستلمه,X
في,X
خلال,X
قد,X
ايه,X
اقدر,X
اذهب,X
الى,X
الخطوة,X
التالية,X
بلكى,X
اغير,X
رقم,X
الهاتف,X
الخلوى,X
للرقم,X
0553586958,phone
احتاج,X
الى,X
تبديل,X
رقم,X
الهاتف,X
بغيت,X
دنجال,ItemName
و,X
القرعا,itemnumber
اب,X
يفلسث,X
قبي,X
بيسبيب,X
اطلبلي,X
2,itemnumber
ماشروم,ItemName
اندسويس,ItemName
ساندوتش,ItemName
ايه,X
الموجود,X
في,X
المقبلات,MenuName
عايزة,X
اغير,X
عنواني,X
راح,X
اطلب,X
طبق,ItemName
سلطة,ItemName
كبير,ItemName
وينو,X
الحساب,X
حقي,X
وينو,X
الحساب,X
شو,X
عندكن,X
بالسلطات,MenuName
عايز,X
3,itemnumber
تشيز,ItemName
برجر,ItemName
مع,Include
بيض,Topping_Include
بدون,Exclude
سلطه,Topping_Exclude
هستلم,X
الطلبات,X
في,X
قد,X
ايه,X
احضر,X
لي,X
طبق,ItemName
مكرونة,ItemName
مع,Include
الماشروم,Topping_Include
امتى,X
راح,X
يوصل,X
الاوردر,X
بدي,X
سويي,X
حسابي,X
هستلم,X
الاكل,X
في,X
خلال,X
قد,X
ايه,X
بدي,X
شوف,X
الأكل,X
المفضل,X
تبعي,X
هيوصل,X
امتى,X
الاوردر,X
ده,X
47525,OrderNumber
عايزة,X
احط,X
العنوان,X
ده,X
عايز,X
اشيك,X
على,X
الطلبات,X
مدري,X
ايش,X
هذا,X
بدي,X
اتحدث,X
لممثل,X
خدمة,X
عملا,X
هيدا,X
محل,X
الاقامة,X
الجديد,X
دلنى,X
حتى,X
اغير,X
رقم,X
الجوال,X
تبعى,X
كنت,X
عايزة,X
اشوف,X
طلبي,X
المفضل,X
ابي,X
غير,X
رقم,X
الجوال,X
تبعي,X
الاوردر,X
فاضل,X
عليه,X
قد,X
ايه,X
عايز,X
حجم,X
صغير,ItemSize
عايزة,X
القائمة,X
السابقة,X
هاي,X
بوت,X
الاوردر,X
صارلوا,X
زمن,X
ما,X
بيوصل,X
الغي,X
عنوان,X
البيت,X
صلني,X
بممثل,X
خدمة,X
العملاء,X
من,X
فضلك,X
1,itemnumber
بيج,ItemName
ماك,ItemName
بيكون,X
كومبو,ItemSize
عايز,X
اشوف,X
الأكل,X
الي,X
طلبتوا,X
قبل,X
كدا,X
وين,X
الاوردر,X
الحين,X
ممكن,X
اضيف,X
عنوان,X
بيتي,X
شنو,X
هاد,X
احكي,X
معي,X
عربي,Language
يا,X
خيي,X
منم,X
عايز,X
احدد,X
محل,X
الاقامة,X
من,X
فضلك,X
بدياك,X
تغيرلى,X
اللغه,X
للغه,X
العربي,Language
راح,X
اطلب,X
طبق,ItemName
سلطة,ItemName
كبير,ItemName
بدي,X
حدث,X
العنوان,X
اذا,X
بتريد,X
بدى,X
اطلع,X
على,X
اوردرى,X
السابق,X
بعنوان,X
3465,OrderNumber
من,X
فضلك,X
ايه,X
طريقة,X
تغيير,X
الموبايل,X
فيك,X
تذهب,X
للخطوة,X
التالية,X
امسحلي,X
وجبة,ItemName
الليتل,ItemName
تيستي,ItemName
ازاى,X
اتتبع,X
الاوردر,X
رقم,X
25178,OrderNumber
شو,X
المرحلة,X
الجاية,X
فيك,X
تورينى,X
حسابى,X
انا,X
عاوز,X
اشوف,X
المنيو,X
فيني,X
الغي,X
وجبة,ItemName
البيج,ItemName
تيستي,ItemName
اذا,X
بتريد,X
اذا,X
فيك,X
تراجع,X
معي,X
الاوردر,X
عايزة,X
الغي,X
عنوان,X
البيت,X
بلكي,X
احذف,X
العنوان,X
تبعي,X
راح,X
فرجيكم,X
العنوان,X
تبعي,X
بدي,X
الحساب,X
اذا,X
سمحت,X
غيرت,X
هاتفي,X
المحمول,X
ليش,X
غاب,X
الاوردر,X
50041,OrderNumber
كتير,X
ممكن,X
اتابع,X
الطلبات,X
من,X
فضلك,X
عايز,X
وجبة,ItemName
ماك,ItemName
راب,ItemName
بدياك,X
تفرجينى,X
الحساب,X
ابغى,X
فروجه,ItemName
من,Exclude
غير,Exclude
سلطات,Topping_Exclude
ممكن,X
اشوف,X
منيو,X
اليوم,X
بدي,X
امسح,X
الوجبة,ItemName
العائلية,ItemName
هيوصلي,X
الاوردر,X
في,X
خلال,X
اد,X
ايه,X
هدى,X
رقم,X
الموبايل,X
فيني,X
ارجع,X
شوف,X
المنيو,X
عطيني,X
قائمة,X
تغيير,X
البيانات,X
عايزة,X
اسجل,X
عنوان,X
البيت,X
لو,X
سمحت,X
ايش,X
الان,X
ابي,X
ضيف,X
العنوان,X
دحين,X
شو,X
الخطوة,X
يلي,X
جاية,X
أهلا,X
ممكن,X
اعيد,X
اضافة,X
رقم,X
الموبايل,X
فيني,X
سجل,X
محل,X
الاقامة,X
عايز,X
اشوف,X
الاوردر,X
اللى,X
عنوانه325,OrderNumber
شنو,X
يعني,X
هالجملة,X
بالانقليزي,Language
ما,Exclude
ابي,Exclude
مايونيز,Topping_Exclude
ازاى,X
بقدر,X
اتواصل,X
مع,X
شخص,X
من,X
الدعم,X
الفنى,X
عايزة,X
ابدل,X
لغة,X
التواصل,X
عايزة,X
منيو,X
وجبات,X
الاطفال,X
ماكدونالدز,X
مرحبا,X
يا,X
زلمة,X
شكو,X
ماكو,X
عبيييل,X
و,X
معاه,X
ساندوتش,ItemName
سجق,ItemName
صغير,ItemSize
كولا,X
الاوردر,X
شكرآ,X
جزيلا,X
محتاجة,X
اشوف,X
الكارت,X
يلي,X
بعد,X
هادي,X
الخطوة,X
ابى,X
شوف,X
الكارت,X
حقي,X
عايز,X
10,itemnumber
كبده,ItemName
اسكندرانى,ItemName
كبير,ItemSize
من,Exclude
غير,Exclude
بصل,Topping_Exclude
وفلفل,Topping_Exclude
وضيف,Include
طحينه,Topping_Include
بدى,X
اغير,X
اللغه,X
فيك,X
تساعدني,X
لأطلب,X
